,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
3602,450.0,oil_heating,False,True,40.0,3850.0,1908.0,111099197,False,False,3400.0,224.0,fully_renovated,negotiable,False,apartment,5.0,1.0,2.0,False,Lichterfelde_Steglitz,175.63306545422267,0,"Königsbergerstr. 14, 12207 Berlin, Germany"
3605,250.0,central_heating,False,True,2.4,1018.84,1981.0,107371663,True,True,693.84,96.5,fully_renovated,yes,True,apartment,3.0,3.0,5.0,False,Wedding_Wedding,75.0,1,"Ruheplatzstraße 22, 13347 Berlin, Germany"
3609,60.3,floor_heating,False,True,32.13564239968631,693.45,1980.0,113372966,True,True,603.0,30.15,first_time_use,no,True,roof_storey,1.0,6.0,6.0,False,Niederschöneweide_Treptow,30.15,0,"Schnellerstraße 103, 12439 Berlin, Germany"
3633,168.0,central_heating,True,True,32.13564239968631,1061.92,2018.0,106750547,True,True,893.92,61.03,first_time_use,negotiable,True,apartment,2.0,6.0,6.0,False,Friedrichsfelde_Lichtenberg,70.25322618168907,0,"Alfred-Kowalke-Straße 20, 10315 Berlin, Germany"
3655,110.0,wood_pellet_heating,True,True,32.13564239968631,995.1266130908446,2018.0,105943571,False,True,850.0,29.0,first_time_use,no,True,roof_storey,1.0,6.0,6.0,True,Wedding_Wedding,35.126613090844536,0,"Koloniestr. 11/12, 13357 Berlin, Germany"
3797,220.0,gas_heating,False,True,40.0,970.0,1980.0,115660650,True,False,750.0,70.0,first_time_use,yes,False,apartment,2.5,3.0,4.0,False,Adlershof_Treptow,87.81653272711134,0,"Hoffmannstraße 15, 12489 Berlin, Germany"
3830,210.0,central_heating,False,False,2.4,859.0,1912.0,103349748,False,False,649.0,67.21,refurbished,negotiable,False,apartment,2.5,3.0,4.0,False,Friedrichsfelde_Lichtenberg,100.0,0,"Alt-Friedrichsfelde 101, 10315 Berlin, Germany"
3857,0.0,central_heating,False,True,32.13564239968631,1350.0,1980.0,97712575,True,True,1350.0,40.0,mint_condition,no,True,apartment,2.0,6.0,8.0,False,Mitte_Mitte,70.25322618168907,0,"Köpenicker Straße 55, 10179 Berlin, Germany"
3865,165.0,central_heating,False,True,40.0,1415.0,1911.0,92993505,True,True,1250.0,87.0,mint_condition,no,False,apartment,3.0,2.0,3.0,True,Johannisthal_Treptow,80.0,0,"Johannes-Werner-Str. 23, 12487 Berlin, Germany"
3891,314.69,district_heating,False,True,10.0,1132.84,1970.0,107103317,False,True,818.15,105.16,first_time_use_after_refurbishment,no,True,apartment,3.5,1.0,6.0,False,Lichterfelde_Steglitz,99.66,0,"Celsiusstr. 56, 12207 Berlin, Germany"
3934,60.0,central_heating,False,True,10.0,900.0,1925.0,105851665,True,False,800.0,43.06,well_kept,no,False,ground_floor,2.0,0.0,4.0,True,Reinickendorf_Reinickendorf,40.0,0,"Romanshorner Weg 42, 13407 Berlin, Germany"
3948,80.0,central_heating,True,True,40.0,1220.0,2019.0,113000565,False,False,1060.0,53.02,first_time_use_after_refurbishment,no,False,other,2.0,0.0,6.0,False,Weißensee_Weißensee,80.0,0,"Bizestr. 127, 13088 Berlin, Germany"
3974,240.0,district_heating,False,True,40.0,1400.0,1980.0,113861346,True,True,1160.0,70.0,first_time_use,no,True,apartment,2.0,2.0,2.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,1,"Stargarder Str 57, 10437 Berlin, Germany"
3997,207.65,district_heating,False,True,40.0,732.84,1989.0,109941921,False,False,525.19,69.4,modernized,no,True,apartment,3.0,3.0,4.0,False,Hellersdorf_Hellersdorf,71.0,0,"Alte Hellersdorfer Str. 125, 12629 Berlin, Germany"
4038,90.0,self_contained_central_heating,False,False,40.0,571.77,1905.0,114761517,False,False,421.77,47.0,well_kept,negotiable,False,ground_floor,1.0,0.0,3.0,False,Johannisthal_Treptow,60.0,0,"Königsheideweg 238, 12487 Berlin, Germany"
4045,130.0,central_heating,False,False,10.0,1229.0,1904.0,111349340,False,False,999.0,107.3,refurbished,negotiable,False,apartment,3.0,3.0,4.0,False,Oberschöneweide_Köpenick,100.0,0,"Wilhelminenhofstraße 82 a, 12459 Berlin, Germany"
4077,419.0,central_heating,False,False,40.0,1989.0,1998.0,110981315,True,True,1570.0,93.0,first_time_use,no,True,apartment,3.0,4.0,5.0,False,Tiergarten_Tiergarten,105.37983927253362,0,"Rudolf-von-Gneist-Gasse 4, 10785 Berlin, Germany"
4142,146.11,central_heating,True,True,40.0,1996.9,2018.0,104990227,False,True,1704.68,97.41,first_time_use,negotiable,True,roof_storey,3.0,6.0,6.0,False,Mitte_Mitte,146.11,1,"Boyenstraße 31, 10115 Berlin, Germany"
4150,250.0,district_heating,True,True,32.13564239968631,1845.0,2020.0,115708592,True,True,1595.0,82.75,mint_condition,no,True,apartment,3.0,1.0,7.0,False,Mitte_Mitte,105.37983927253362,0,"Wallstraße 18, 10179 Berlin, Germany"
4182,103.53,central_heating,False,True,40.0,594.0,1979.0,113866272,False,False,420.14,68.82,first_time_use,no,False,apartment,3.0,5.0,5.0,False,Marzahn_Marzahn,70.33,0,"Auersbergstraße 41, 12685 Berlin, Germany"
4200,295.0,central_heating,False,True,40.0,1453.82,1997.0,110766110,True,True,1158.82,113.61,well_kept,negotiable,True,raised_ground_floor,4.0,0.0,6.0,False,Alt_Hohenschönhausen_Hohenschönhausen,140.50645236337814,1,"Plauener Str. 72, 13055 Berlin, Germany"
4212,216.1,district_heating,True,True,32.13564239968631,2544.58,2019.0,113365628,True,False,2220.43,108.05,first_time_use,negotiable,True,apartment,4.0,4.0,5.0,False,Tiergarten_Tiergarten,108.05,1,"Heidestraße 19, 10557 Berlin, Germany"
4241,123.0,central_heating,False,False,40.0,1321.0,1906.0,111569014,False,False,1198.0,49.9,first_time_use,negotiable,True,apartment,2.0,0.0,0.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Rykestr. 50, 10405 Berlin, Germany"
4266,130.0,district_heating,True,True,40.0,990.0,2019.0,114683163,True,True,860.0,48.0,first_time_use,yes,True,apartment,1.5,3.0,5.0,False,Friedrichshain_Friedrichshain,52.68991963626681,0,"Erich-Nehlhans Straße 21, 10247 Berlin, Germany"
4299,329.84,district_heating,False,True,40.0,1471.96,1940.0,113790359,False,True,1142.12,94.0,modernized,no,False,apartment,3.5,1.0,3.0,False,Schöneberg_Schöneberg,125.11,0,"Overbeckstr. 4, 12157 Berlin, Germany"
4318,182.39,district_heating,False,False,40.0,817.15,1890.0,113650639,False,True,634.76,63.54,first_time_use,no,False,apartment,1.0,2.0,3.0,False,Weißensee_Weißensee,76.24,0,"Behaimstraße 14, 13086 Berlin, Germany"
4322,250.0,central_heating,False,True,40.0,1245.0,1980.0,115708122,False,True,995.0,74.73,first_time_use_after_refurbishment,no,True,apartment,3.0,1.0,6.0,False,Charlottenburg_Charlottenburg,80.0,0,"Kaiserdamm 115, 14057 Berlin, Germany"
4426,150.0,oil_heating,False,True,40.0,706.15,1978.0,105123745,True,True,486.15,68.86,well_kept,negotiable,False,apartment,2.5,2.0,4.0,False,Lichterfelde_Steglitz,70.0,1,"DorstenerStr. 5, 12207 Berlin, Germany"
4532,869.87,central_heating,False,True,32.13564239968631,4135.29,1980.0,115694512,True,True,3265.42,143.54,first_time_use,negotiable,True,apartment,3.5,10.0,11.0,False,Mitte_Mitte,122.94314581795588,0,"Voltairestraße ., 10179 Berlin, Germany"
4559,150.0,central_heating,False,True,40.0,1609.0,1910.0,113685879,False,False,1349.0,85.36,first_time_use_after_refurbishment,no,False,apartment,3.0,3.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,110.0,0,"Bornholmer Straße  19, 10439 Berlin, Germany"
4580,400.0,central_heating,False,False,10.0,1850.0,2009.0,101773333,True,False,1450.0,109.0,mint_condition,no,False,other,1.0,0.0,5.0,False,Mitte_Mitte,35.126613090844536,1,"Oberwallstraße 14, 10117 Berlin, Germany"
4583,187.0,district_heating,False,True,40.0,687.0,2015.0,106786715,False,True,500.0,57.5,refurbished,negotiable,False,terraced_flat,1.0,0.0,3.0,False,Buch_Pankow,35.126613090844536,1,"Zepernicker Str. 2, 13125 Berlin, Germany"
4588,150.0,district_heating,False,False,40.0,799.0,1974.0,111014148,False,False,589.0,64.0,modernized,negotiable,True,apartment,2.0,0.0,4.0,False,Neukölln_Neukölln,60.0,0,"Aronsstr. 49, 12057 Berlin, Germany"
4614,88.0,district_heating,False,True,40.0,856.0,1930.0,111148691,False,True,690.0,52.0,first_time_use_after_refurbishment,no,False,apartment,2.0,0.0,2.0,False,Zehlendorf_Zehlendorf,78.0,0,"Eschershauser Weg 27d, 14163 Berlin, Germany"
4630,95.0,district_heating,False,False,40.0,544.0,1955.0,105468966,True,False,449.0,37.0,fully_renovated,no,False,ground_floor,1.0,1.0,4.0,False,Lankwitz_Steglitz,35.126613090844536,0,"Charlottenstr. 42, 12247 Berlin, Germany"
4644,150.0,central_heating,False,True,2.4,999.0,1997.0,115582282,True,False,699.0,42.0,mint_condition,negotiable,True,apartment,1.0,1.0,9.0,False,Charlottenburg_Charlottenburg,65.0,0,"Dovestraße 5 B, 10587 Berlin, Germany"
4660,207.0,central_heating,False,True,40.0,942.0,1900.0,111426168,False,False,735.0,71.98,first_time_use,no,False,apartment,2.0,2.0,4.0,False,Niederschöneweide_Treptow,87.0,0,"Spreestr. 23, 12439 Berlin, Germany"
4669,196.08,district_heating,True,True,40.0,1960.8,2019.0,114774450,True,True,1666.68,98.04,first_time_use,negotiable,True,ground_floor,3.0,0.0,6.0,False,Tiergarten_Tiergarten,98.04,0,"Heidestraße 19, 10557 Berlin, Germany"
4690,80.0,district_heating,False,True,40.0,1150.0,1967.0,113770386,False,False,1000.0,54.95,first_time_use,no,True,apartment,2.0,6.0,9.0,False,Friedrichshain_Friedrichshain,70.0,0,"Landsberger Allee 98, 10249 Berlin, Germany"
4723,86.0,central_heating,False,False,40.0,994.0,1913.0,113391390,True,True,816.0,75.0,well_kept,negotiable,False,apartment,2.0,1.0,5.0,False,Weißensee_Weißensee,92.0,0,"Rennbahnstr. 20, 13086 Berlin, Germany"
4733,1290.0,floor_heating,False,True,40.0,5705.0,2011.0,115425256,True,True,4415.0,260.0,mint_condition,no,True,other,3.0,6.0,7.0,False,Mitte_Mitte,105.37983927253362,0,"Unter den Linden 16, 10117 Berlin, Germany"
4762,187.0,district_heating,False,False,40.0,900.0,1994.0,111352319,False,False,713.0,69.26,first_time_use_after_refurbishment,no,False,apartment,3.0,2.0,5.0,False,Köpenick_Köpenick,62.0,0,"Grünauer Str. 78, 12557 Berlin, Germany"
4803,112.0,self_contained_central_heating,False,False,40.0,877.8932261816891,1902.0,105735418,False,False,695.64,70.94,first_time_use,no,False,apartment,2.0,0.0,5.0,False,Wedding_Wedding,70.25322618168907,0,"Hochstädter Str. 2, 13347 Berlin, Germany"
4840,224.62,district_heating,False,True,40.0,1958.69,1917.0,114117039,False,True,1621.76,112.31,first_time_use,negotiable,False,ground_floor,3.0,0.0,4.0,False,Neukölln_Neukölln,112.31,1,"Mariendorfer Weg 35, 12051 Berlin, Germany"
4887,225.0,floor_heating,True,True,32.13564239968631,1215.0,2019.0,115344444,True,False,990.0,74.68,first_time_use,negotiable,True,roof_storey,2.0,4.0,4.0,False,Französisch_Buchholz_Pankow,70.25322618168907,1,"Nantesstraße 78, 13127 Berlin, Germany"
4905,290.0,district_heating,True,True,32.13564239968631,2080.0,2020.0,101194468,True,True,1790.0,107.89,first_time_use,no,True,apartment,4.0,2.0,7.0,False,Mitte_Mitte,140.50645236337814,1,"Wallstraße 18, 10179 Berlin, Germany"
4907,212.0,central_heating,False,False,40.0,1082.0,1980.0,115457403,True,False,870.0,56.0,first_time_use,negotiable,False,ground_floor,2.0,0.0,4.0,False,Kreuzberg_Kreuzberg,70.25322618168907,0,"Katzbach 18, 10965 Berlin, Germany"
4941,0.0,district_heating,True,True,10.0,1290.0,2018.0,106841227,True,False,1290.0,51.0,first_time_use,negotiable,True,apartment,2.0,3.0,3.0,False,Rosenthal_Pankow,0.0,1,"Hauptstr. 29, 13158 Berlin, Germany"
5008,98.08,central_heating,False,True,40.0,605.55,1995.0,111385441,False,False,451.52,56.44,first_time_use,no,False,roof_storey,2.0,4.0,4.0,False,Biesdorf_Marzahn,55.95,0,"Joachim-Ringelnatz-Straße 13, 12683 Berlin, Germany"
5015,590.0,central_heating,True,True,10.0,5715.506452363378,2018.0,105756082,True,True,4985.0,151.4,first_time_use,no,True,apartment,4.0,3.0,6.0,False,Mitte_Mitte,140.50645236337814,1,"Falkoniergasse 3, 10117 Berlin, Germany"
5036,70.0,district_heating,False,True,40.0,430.0,1971.0,109798233,False,False,290.0,33.0,modernized,negotiable,True,apartment,1.0,0.0,5.0,False,Waidmannslust_Reinickendorf,70.0,0,"Tegernauer Zeile 13, 13469 Berlin, Germany"
5063,238.58,central_heating,False,True,40.0,1332.37,1974.0,107332260,True,False,967.13,99.91,first_time_use,no,True,apartment,4.0,2.0,6.0,False,Wilmersdorf_Wilmersdorf,126.66,0,"Schlangenbader Straße 30, 14197 Berlin, Germany"
5202,135.27,central_heating,False,False,32.13564239968631,809.34,1995.0,115415870,True,True,533.97,59.33,well_kept,negotiable,False,apartment,1.5,1.0,3.0,False,Buckow_Neukölln,80.1,1,"Parksiedlung Spruch 3 bis 137, 12349 Berlin, Germany"
5206,228.0,floor_heating,True,True,40.0,1970.8,2018.0,113765075,True,True,1584.8,3.0,first_time_use,negotiable,True,apartment,99.5,3.0,6.0,False,Neukölln_Neukölln,158.0,1,"Delbrückstraße 41, 12051 Berlin, Germany"
5235,141.17,central_heating,False,True,2.4,720.99,1977.0,110790504,False,False,497.0,74.29,first_time_use,no,False,apartment,3.0,1.0,6.0,False,Spandau_Spandau,82.82,0,"Hinter den Gärten 2, 13589 Berlin, Germany"
5335,346.13,central_heating,False,True,40.0,2307.6,2013.0,105576203,False,False,1961.46,115.38,first_time_use,negotiable,True,apartment,4.0,5.0,6.0,False,Mitte_Mitte,140.50645236337814,1,"Boyenstraße 31, 10115 Berlin, Germany"
5377,395.76,central_heating,False,True,40.0,2638.4,2013.0,104645734,False,False,2242.64,131.92,first_time_use,negotiable,True,apartment,5.0,4.0,6.0,False,Mitte_Mitte,175.63306545422267,1,"Boyenstraße 33, 10115 Berlin, Germany"
5380,295.0,central_heating,False,False,10.0,1320.0,1919.0,106770467,False,True,1025.0,60.78,fully_renovated,no,False,apartment,2.0,2.0,5.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Corinthstrasse 41, 10245 Berlin, Germany"
5388,200.0,central_heating,False,True,40.0,630.0,1994.0,113765420,False,False,430.0,47.63,need_of_renovation,no,False,apartment,2.0,0.0,3.0,False,Köpenick_Köpenick,70.0,1,"Grünauer Strasse  124, 12557 Berlin, Germany"
5406,200.0,central_heating,False,True,32.13564239968631,2619.0,1912.0,113685262,True,False,2419.0,138.96,first_time_use_after_refurbishment,no,False,apartment,3.0,2.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,0.0,0,"Schönhauser Allee 140  a, 10437 Berlin, Germany"
5421,111.0,central_heating,False,True,40.0,869.0,1930.0,111206274,False,True,669.0,59.43,first_time_use_after_refurbishment,no,False,ground_floor,2.0,0.0,2.0,False,Siemensstadt_Spandau,89.0,0,"Natalissteig 14, 13629 Berlin, Germany"
5437,65.0,central_heating,True,False,32.13564239968631,628.93,2020.0,114811745,True,False,528.13,32.5,first_time_use,no,True,apartment,1.0,4.0,5.0,False,Friedrichsfelde_Lichtenberg,35.8,1,"Löwenberger Straße  7, 10315 Berlin, Germany"
5448,73.0,central_heating,False,True,40.0,798.0,1993.0,111350078,True,True,661.0,55.05,well_kept,no,False,apartment,2.0,1.0,3.0,False,Reinickendorf_Reinickendorf,64.0,0,"Hausotterstraße 58, 13409 Berlin, Germany"
5475,142.0,district_heating,False,True,40.0,683.7,2003.0,115436407,True,True,541.7,60.19,well_kept,no,False,roof_storey,2.0,4.0,4.0,False,Spandau_Spandau,70.25322618168907,1,"Kulbeweg 12, 13587 Berlin, Germany"
5482,0.01,gas_heating,False,False,40.0,1170.263226181689,2017.0,102200296,False,True,1100.0,30.0,first_time_use,no,True,apartment,2.0,2.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Jablonskistraße 21, 10405 Berlin, Germany"
5546,100.0,self_contained_central_heating,False,False,40.0,900.0,1900.0,102713621,True,False,800.0,54.17,first_time_use,no,False,apartment,1.0,2.0,5.0,False,Pankow_Pankow,35.126613090844536,0,"Thulestraße 15, 13189 Berlin, Germany"
5557,168.0,central_heating,False,False,40.0,1068.0,1980.0,111292776,True,False,900.0,60.0,first_time_use_after_refurbishment,negotiable,False,other,2.0,1.0,2.0,True,Wittenau_Reinickendorf,70.25322618168907,0,"Oranienburger Straße 97, 13437 Berlin, Germany"
5617,76.0,central_heating,False,False,40.0,536.0,2018.0,109245124,True,True,460.0,19.5,mint_condition,no,True,ground_floor,1.0,0.0,5.0,False,Wedding_Wedding,35.126613090844536,0,"Gerichtstraße 65-68, 13347 Berlin, Germany"
5691,85.0,self_contained_central_heating,False,True,40.0,599.94,1906.0,107316754,False,True,514.94,49.96,well_kept,no,False,apartment,1.5,3.0,3.0,False,Köpenick_Köpenick,52.68991963626681,0,"Borgmannstraße 17, 12555 Berlin, Germany"
5733,120.0,self_contained_central_heating,False,False,40.0,1410.0,1919.0,112578933,True,True,1290.0,80.0,first_time_use,negotiable,False,roof_storey,2.0,5.0,5.0,False,Charlottenburg_Charlottenburg,70.25322618168907,0,"Kantstraße 89, 10627 Berlin, Germany"
5743,150.0,central_heating,True,True,32.13564239968631,1485.0,2018.0,105131221,True,True,1227.0,93.52,first_time_use,negotiable,True,ground_floor,3.0,0.0,2.0,False,Marienfelde_Tempelhof,108.0,0,"Marienfelder Allee 85, 12277 Berlin, Germany"
5771,160.0,floor_heating,True,True,40.0,1390.0,2019.0,115705991,True,True,1230.0,40.0,first_time_use,no,True,apartment,2.0,3.0,6.0,True,Mitte_Mitte,70.25322618168907,0,"Stallschreiberstraße 31, 10179 Berlin, Germany"
5776,175.25,gas_heating,False,False,40.0,988.06,1889.0,110401488,False,True,812.81,71.93,well_kept,no,False,other,3.0,3.0,4.0,True,Prenzlauer_Berg_Prenzlauer_Berg,105.37983927253362,0,"Prenzlauer Allee 221, 10405 Berlin, Germany"
5788,226.0,central_heating,False,True,40.0,1202.0,1969.0,115142743,False,False,976.0,57.4,first_time_use,negotiable,True,apartment,2.0,2.0,6.0,False,Wedding_Wedding,70.25322618168907,0,"Reinickendorfer Str. 1, 13347 Berlin, Germany"
5817,170.0,floor_heating,True,True,40.0,1290.0,2019.0,114682380,True,True,1120.0,64.0,first_time_use,yes,True,apartment,2.0,1.0,5.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Erich-Nehlhans-Straße 21, 10247 Berlin, Germany"
5835,213.0,central_heating,False,True,2.4,3144.0,1906.0,111089124,False,False,2901.0,96.69,first_time_use,no,True,apartment,4.0,0.0,0.0,False,Prenzlauer_Berg_Prenzlauer_Berg,140.50645236337814,0,"Rykestr. 50, 10405 Berlin, Germany"
5863,120.0,central_heating,False,True,40.0,819.0,1900.0,106680353,False,False,649.0,52.0,first_time_use_after_refurbishment,negotiable,True,apartment,2.0,5.0,5.0,False,Charlottenburg_Charlottenburg,50.0,0,"Leibnizstr. 35a, 10625 Berlin, Germany"
5916,120.0,district_heating,False,False,10.0,1500.0,1969.0,111186161,True,True,1320.0,72.93,modernized,no,False,apartment,3.0,5.0,10.0,False,Mitte_Mitte,60.0,0,"Holzmarktstraße 59, 10179 Berlin, Germany"
5944,147.36,central_heating,False,False,40.0,758.88,1980.0,110861581,True,False,611.52,29.12,first_time_use,no,True,apartment,1.0,4.0,6.0,False,Köpenick_Köpenick,35.126613090844536,0,"Lindenstraße 28, 12555 Berlin, Germany"
5952,113.65,central_heating,False,True,40.0,682.65,1996.0,113699226,False,True,569.0,44.05,well_kept,negotiable,True,apartment,1.5,1.0,6.0,False,Köpenick_Köpenick,52.68991963626681,1,"Lindenstraße  29a, 12555 Berlin, Germany"
5981,100.0,central_heating,False,True,32.13564239968631,890.0,1910.0,115606611,True,True,700.0,67.6,first_time_use_after_refurbishment,no,False,apartment,2.0,3.0,3.0,False,Steglitz_Steglitz,90.0,0,"Halskestr. 41, 12163 Berlin, Germany"
6012,64.0,central_heating,False,False,40.0,500.0,1980.0,112262877,True,False,435.0,18.2,mint_condition,no,True,ground_floor,1.0,3.0,5.0,False,Wedding_Wedding,35.126613090844536,0,"Gerichtstrasse 66, 13347 Berlin, Germany"
6057,400.0,floor_heating,True,True,40.0,3117.0,2019.0,115294978,True,True,2717.0,136.0,mint_condition,no,True,other,4.0,5.0,7.0,False,Friedrichshain_Friedrichshain,140.50645236337814,1,"Stralauer Allee 14, 10245 Berlin, Germany"
6070,223.48,district_heating,False,True,2.4,725.0,1978.0,113144559,False,False,501.52,67.05,modernized,no,True,apartment,3.0,3.0,4.0,False,Marzahn_Marzahn,70.81,0,"Poelchaustr. 4, 12681 Berlin, Germany"
6124,193.94,district_heating,True,True,40.0,2031.52,2019.0,114754545,True,True,1740.61,96.97,first_time_use,negotiable,True,ground_floor,3.0,2.0,6.0,False,Tiergarten_Tiergarten,96.97,0,"Heidestraße 19, 10557 Berlin, Germany"
6133,117.0,central_heating,False,False,40.0,647.0,1980.0,110397686,True,True,530.0,23.37,mint_condition,no,True,ground_floor,1.0,0.0,6.0,False,Schöneberg_Schöneberg,35.126613090844536,0,"Wexstraße 13-15, 10715 Berlin, Germany"
6162,150.0,central_heating,False,True,10.0,941.68,1980.0,115431839,False,True,791.68,49.48,first_time_use,yes,False,apartment,1.0,1.0,5.0,False,Friedrichshain_Friedrichshain,75.0,0,"Wühlischstraße 1, 10245 Berlin, Germany"
6189,150.0,gas_heating,False,True,10.0,1377.0,2001.0,68823788,True,True,1157.0,60.93,fully_renovated,negotiable,False,apartment,2.0,1.0,4.0,False,Mitte_Mitte,70.0,0,"Strelitzerstr 72, 10115 Berlin, Germany"
